Subspecies,iNat_Obs,Source,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,Species
Perdita maculigera maculigera,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita maculigera
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita maculipes
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita maculosa
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita maerens
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita maesta
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita malacothricis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mandibularis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita marcialis
,,Bug_Guide,Andrenidae,Panurginae,Panurgini,,Perdita,Perditella,Perdita marcialis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita marginata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita maritima
,,NCBI,Andrenidae,Panurginae,Perditini,,Perdita,,Perdita maritima
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita martini
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mazatlanica
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita meconis
,,NCBI,Andrenidae,Panurginae,Perditini,,Perdita,,Perdita meconis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita media
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita medialis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita megapyga
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita melanderi
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita melanochlora
,,NCBI,Andrenidae,Panurginae,Perditini,,Perdita,,Perdita melanochlora
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita melanogastra
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita melanops
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita melanostoma
Perdita melanostoma albocincta,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita melanostoma
Perdita melanostoma melanostoma,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita melanostoma
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita melanura
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mentzeliae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mentzeliarum
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mesillensis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mexicanorum
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita micans
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita michelbacheri
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita micheneri
Perdita micheneri rhamnophila,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita micheneri
Perdita micheneri micheneri,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita micheneri
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita microsticta
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mimosae
Perdita mimosae efferta,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mimosae
Perdita mimosae mimosae,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mimosae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mimula
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita minima
,,Bug_Guide,Andrenidae,Panurginae,Panurgini,,Perdita,Perditella,Perdita minima
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita minuta
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita missionis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mitchelli
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mitis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita moabensis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita modestissima
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mohavensis
Perdita mohavensis pimana,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mohavensis
Perdita mohavensis mohavensis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mohavensis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita moldenkei
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita montereyensis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita morelosana
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mormonica
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita morula
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita mucronata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita multiflorae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita munda
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita munita
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita namatophila
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nanula
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nasuta
Perdita nasuta galacticoptera,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nasuta
Perdita nasuta obscurescens,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nasuta
Perdita nasuta nasuta,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nasuta
,,Bug_Guide,Andrenidae,Panurginae,Panurgini,,Perdita,Perdita,Perdita nasuta
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita navarretiae
Perdita navarretiae angusticeps,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita navarretiae
Perdita navarretiae powelli,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita navarretiae
Perdita navarretiae navarretiae,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita navarretiae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nayaritensis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nebrascensis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita neffi
,1,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nevadensis
Perdita nevadensis culbertensis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nevadensis
Perdita nevadensis molina,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nevadensis
Perdita nevadensis nevadensis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nevadensis
,1,NCBI,Andrenidae,Panurginae,Perditini,,Perdita,,Perdita nevadensis
,1,Sheffield&Heron,ANDRENIDAE,Panurginae,Perditini,,Perdita,Pygoperdita,Perdita nevadensis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nevadiana
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nigricornis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nigridia
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nigriventris
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nigroaenea
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nigrocaerulea
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nigrocincta
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nigroclypeata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nigronotata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nigroviridis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nitens
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nodosicornis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita novaeangliae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita novoleona
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nubila
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nuda
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita numerata
Perdita numerata hesperia,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita numerata
Perdita numerata numerata,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita numerata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita nuttalliae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita oaxacana
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita obispoensis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita obliqua
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita obliquenotata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita obscurata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita obscurella
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita obscurifascies
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita obscuripennis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita obtusa
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita occidua
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita occlusa
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita octomaculata
Perdita octomaculata terminata,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita octomaculata
Perdita octomaculata octomaculata,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita octomaculata
,,NCBI,Andrenidae,Panurginae,Perditini,,Perdita,,Perdita octomaculata
,,Bug_Guide,Andrenidae,Panurginae,Panurgini,,Perdita,Perdita,Perdita octomaculata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita omani
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita optiva
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita ordinata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita oregonensis
Perdita oregonensis expleta,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita oregonensis
Perdita oregonensis oregonensis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita oregonensis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita oreophila
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita otiosa
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita ovaliceps
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pachygnatha
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pallida
,,NCBI,Andrenidae,Panurginae,Perditini,,Perdita,,Perdita pallida
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pallidipes
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pallidiventris
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita panocheana
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita paroselae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita parryellae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita paula
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pauliana
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pauxilla
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pectidis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pectoralis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita peculiaris
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pedernalensis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pelargoides
,,Bug_Guide,Andrenidae,Panurginae,Panurgini,,Perdita,Glossoperdita,Perdita pelargoides
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita percincta
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita perixantha
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita perlucens
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pernitens
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita perpallida
Perdita perpallida citrinella,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita perpallida
Perdita perpallida perpallida,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita perpallida
,,NCBI,Andrenidae,Panurginae,Perditini,,Perdita,,Perdita perpallida
,,Bug_Guide,Andrenidae,Panurginae,Panurgini,,Perdita,Perdita,Perdita perpallida
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita perplexa
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita perpulchra
Perdita perpulchra flavidior,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita perpulchra
Perdita perpulchra punctissima,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita perpulchra
Perdita perpulchra perpulchra,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita perpulchra
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita phymatae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita physalidis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita picturata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pilonotata
,,Bug_Guide,Andrenidae,Panurginae,Panurgini,,Perdita,Heteroperdita,Perdita pilonotata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pinguis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita placens
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita placida
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita planifrons
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita plucheae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita polita
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita politissima
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita polycarpae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita polygonellae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita polytropica
Perdita polytropica obsoleta,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita polytropica
Perdita polytropica polytropica,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita polytropica
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pratensis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pratti
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pretiosa
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita primula
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita prionopsidis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita prodigiosa
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita propinqua
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita propodealis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita prosopidis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita proxima
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pubescens
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pueblana
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pulchella
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pulliventris
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pumila
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita puncticeps
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita punctifera
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita punctifrons
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita punctosignata
Perdita punctosignata flava,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita punctosignata
Perdita punctosignata sulphurea,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita punctosignata
Perdita punctosignata punctosignata,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita punctosignata
,,NCBI,Andrenidae,Panurginae,Perditini,,Perdita,,Perdita punctosignata
,,Bug_Guide,Andrenidae,Panurginae,Panurgini,,Perdita,Perdita,Perdita punctosignata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita punctulata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita purpurascens
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pusilla
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pusillissima
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pygidialis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita pyrifera
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita quadraticeps
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita quadrinotata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita quadrisignata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita quinquebalteata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rectangulata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita recticincta
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rehni
Perdita rehni extensa,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rehni
Perdita rehni praeclara,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rehni
Perdita rehni rehni,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rehni
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita repens
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita reperta
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita replicans
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita retusa
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rhodogastra
,,NCBI,Andrenidae,Panurginae,Perditini,,Perdita,,Perdita rhodogastra
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rhodura
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rhois
Perdita rhois reducta,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rhois
Perdita rhois rhois,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rhois
,,Bug_Guide,Andrenidae,Panurginae,Panurgini,,Perdita,Perdita,Perdita rhois
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rhondae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita richardsi
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rivalis
,,Bug_Guide,Andrenidae,Panurginae,Panurgini,,Perdita,Perdita,Perdita rivalis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita robustula
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rossi
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rozeni
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rudei
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rufescens
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita rufiventris
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
Perdita salicis coloradana,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
Perdita salicis euxantha,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
Perdita salicis hirsutior,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
Perdita salicis imperialis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
Perdita salicis laeta,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
Perdita salicis occidentalis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
Perdita salicis sublaeta,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
Perdita salicis monoensis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
Perdita salicis personata,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
Perdita salicis subtristis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
Perdita salicis tristis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
Perdita salicis salicis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salicis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita salviae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita sandhouseae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita santaclarensis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita schlingeri
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita schwartzi
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita scitula
Perdita scitula antiochensis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita scitula
Perdita scitula scitula,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita scitula
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita scopata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita scotti
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita scutellaris
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita sedulosa
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita sejuncta
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita semicaerulea
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita semicrocea
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita semilutea
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita senecionis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita separata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita sexfasciata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita sexmaculata
Perdita sexmaculata octonaria,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita sexmaculata
Perdita sexmaculata sexmaculata,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita sexmaculata
,,Bug_Guide,Andrenidae,Panurginae,Panurgini,,Perdita,Perdita,Perdita sexmaculata
Perdita sexmaculata sexmaculata,,Bug_Guide,Andrenidae,Panurginae,Panurgini,,Perdita,Perdita,Perdita sexmaculata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita sexnotata
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita shinnersi
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita sidae
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita similis
Perdita similis pascoensis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita similis
Perdita similis similis,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita similis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita snellingi
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita snowii
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita socia
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita solidaginis
,,ITIS,Andrenidae,Panurginae,Panurgini,Perditina,Perdita,,Perdita sonorensis
,,NCBI,Andrenidae,Panurginae,Perditini,,Perdita,,Perdita sp. BC02
,,NCBI,Andrenidae,Panurginae,Perditini,,Perdita,,Perdita sp. BND-2015
